,电影,票房占比,综合票房,场均人次,排片占比,上座率
11509,轩辕大帝,0.1%,20.03,5,0.7%,6.5%
11510,功夫熊猫3,<0.1%,13.30,47,<0.1%,80.1%
11511,神战：权力之眼,<0.1%,8.51,6,0.2%,8.0%
11512,美人鱼,<0.1%,8.11,6,0.2%,9.6%
11513,白毛女,<0.1%,6.84,3,0.4%,2.7%
11514,叶问3,<0.1%,6.73,5,0.1%,7.0%
11515,女汉子真爱公式,<0.1%,4.13,3,0.2%,5.7%
11516,恐怖将映,<0.1%,3.88,4,0.2%,7.8%
11517,开罗宣言,<0.1%,1.96,39,<0.1%,47.8%
11518,喜乐长安,<0.1%,1.83,7,<0.1%,11.4%
11519,我的特工爷爷,27.6%,5595.44,32,25.8%,23.7%
11520,火锅英雄,24.2%,4906.23,33,22.3%,26.3%
11521,疯狂动物城,15.8%,3204.32,48,9.6%,44.2%
11522,蝙蝠侠大战超人：正义黎明,15.7%,3189.81,39,10.2%,27.4%
11523,睡在我上铺的兄弟,11.4%,2314.68,20,19.2%,18.1%
11524,荒野猎人,1.6%,329.31,31,1.4%,38.2%
11525,灵偶契约,1.1%,229.24,13,2.9%,16.1%
11526,太空熊猫英雄归来,0.5%,110.14,7,2.4%,8.0%
11527,不速之客,0.4%,85.66,7,1.8%,8.0%
11528,我和我们——我在周恩来班的故事,0.1%,37.20,146,<0.1%,--
11529,水墨大别山,0.1%,37.01,139,<0.1%,100%
11530,摩尔庄园3：魔幻列车大冒险,0.1%,33.95,6,1.1%,7.0%
11531,缘份,0.1%,27.40,11,0.4%,17.3%
11532,美人鱼,0.1%,21.02,12,0.2%,18.4%
11533,神战：权力之眼,0.1%,20.67,13,0.2%,18.6%
11534,功夫熊猫3,<0.1%,15.75,51,<0.1%,62.3%
11535,轩辕大帝,<0.1%,14.42,5,0.4%,9.3%
11536,叶问3,<0.1%,8.88,7,0.1%,9.5%
11537,女汉子真爱公式,<0.1%,7.06,7,0.1%,13.6%
11538,恐怖将映,<0.1%,6.03,6,0.2%,12.6%
11539,回马亭,<0.1%,2.43,6,<0.1%,--
11540,白毛女,<0.1%,2.08,3,0.1%,3.7%
11541,恐怖禁忌之红旗袍,<0.1%,1.42,4,<0.1%,9.8%
11542,飞鹰艾迪,<0.1%,1.20,12,<0.1%,27.7%
11543,我的特工爷爷,26.0%,5833.22,35,25.3%,25.6%
11544,火锅英雄,25.0%,5608.54,37,22.5%,29.8%
11545,疯狂动物城,18.6%,4179.00,51,11.9%,44.6%
11546,蝙蝠侠大战超人：正义黎明,15.1%,3396.55,41,10.5%,29.0%
11547,睡在我上铺的兄弟,9.9%,2231.95,22,17.0%,20.5%
11548,荒野猎人,1.7%,401.71,34,1.6%,41.3%
11549,灵偶契约,1.1%,252.26,15,2.9%,17.7%
11550,太空熊猫英雄归来,0.5%,121.69,9,2.3%,9.9%
11551,不速之客,0.3%,89.19,8,1.6%,9.1%
11552,摩尔庄园3：魔幻列车大冒险,0.1%,38.75,8,0.9%,9.3%
11553,我和我们——我在周恩来班的故事,0.1%,38.70,125,<0.1%,--
11554,水墨大别山,0.1%,38.18,137,<0.1%,100%
11555,美人鱼,0.1%,34.89,17,0.2%,25.6%
11556,神战：权力之眼,0.1%,31.00,17,0.2%,23.7%
11557,缘份,0.1%,24.47,10,0.4%,15.2%
11558,功夫熊猫3,<0.1%,16.99,50,<0.1%,63.5%
11559,轩辕大帝,<0.1%,14.74,7,0.3%,11.9%
11560,叶问3,<0.1%,10.93,10,0.1%,12.6%
11561,女汉子真爱公式,<0.1%,8.59,9,0.1%,16.6%
11562,恐怖将映,<0.1%,6.73,7,0.1%,15.0%
11563,西游记之孙悟空三打白骨精,<0.1%,2.64,47,<0.1%,88.6%
11564,回马亭,<0.1%,2.11,6,<0.1%,--
11565,飞鹰艾迪,<0.1%,1.84,15,<0.1%,29.3%
11566,恐怖禁忌之红旗袍,<0.1%,1.78,5,<0.1%,13.0%
11567,白毛女,<0.1%,1.71,3,0.1%,4.0%
11568,洛杉矶捣蛋计划,<0.1%,1.12,3,<0.1%,9.5%
11569,火锅英雄,27.1%,4315.29,28,23.0%,22.7%
11570,我的特工爷爷,25.2%,4011.70,25,24.7%,18.5%
11571,疯狂动物城,18.9%,3012.55,36,12.6%,29.3%
11572,蝙蝠侠大战超人：正义黎明,13.3%,2119.84,26,11.0%,18.0%
11573,睡在我上铺的兄弟,9.6%,1537.72,17,15.8%,15.7%
11574,荒野猎人,1.9%,314.93,25,1.8%,28.0%
11575,灵偶契约,1.1%,177.87,11,3.0%,12.6%
11576,太空熊猫英雄归来,0.7%,119.89,9,2.1%,10.8%
11577,不速之客,0.3%,51.67,5,1.5%,5.7%
11578,美人鱼,0.2%,39.54,15,0.3%,20.1%
11579,水墨大别山,0.2%,34.98,131,<0.1%,100%
11580,摩尔庄园3：魔幻列车大冒险,0.2%,34.33,8,0.8%,9.4%
11581,我和我们——我在周恩来班的故事,0.2%,33.12,141,<0.1%,--
11582,神战：权力之眼,0.1%,28.88,13,0.2%,16.7%
11583,缘份,0.1%,16.38,7,0.4%,11.0%
11584,功夫熊猫3,<0.1%,13.29,42,<0.1%,49.3%
11585,轩辕大帝,<0.1%,12.70,6,0.3%,11.1%
11586,女汉子真爱公式,<0.1%,7.45,7,0.1%,12.4%
11587,叶问3,<0.1%,6.94,7,0.1%,8.7%
11588,恐怖将映,<0.1%,5.66,5,0.2%,12.0%
11589,飞鹰艾迪,<0.1%,1.95,11,<0.1%,20.6%
11590,白毛女,<0.1%,1.86,3,0.1%,4.1%
11591,半熟少女,<0.1%,1.84,2,0.1%,3.8%
11592,回马亭,<0.1%,1.78,6,<0.1%,--
11593,恐怖禁忌之红旗袍,<0.1%,1.29,4,<0.1%,8.6%
11594,洛杉矶捣蛋计划,<0.1%,1.22,3,<0.1%,7.8%
11595,火锅英雄,34.8%,1992.80,14,24.4%,10.7%
11596,我的特工爷爷,30.2%,1732.52,12,25.3%,8.7%
11597,睡在我上铺的兄弟,10.8%,620.79,7,16.0%,6.9%
11598,蝙蝠侠大战超人：正义黎明,9.8%,561.67,7,11.5%,5.0%
11599,疯狂动物城,7.8%,449.35,8,10.3%,5.9%
11600,灵偶契约,1.9%,112.42,7,3.4%,7.7%
11601,荒野猎人,1.8%,103.60,8,2.0%,9.0%
11602,水墨大别山,0.4%,28.16,131,<0.1%,100%
11603,我和我们——我在周恩来班的故事,0.4%,26.58,128,<0.1%,--
11604,不速之客,0.3%,21.34,2,1.6%,2.4%
11605,功夫熊猫3,0.2%,12.97,44,<0.1%,67.8%
11606,神战：权力之眼,0.2%,11.65,5,0.3%,6.1%
11607,美人鱼,0.1%,10.57,5,0.3%,5.5%
11608,轩辕大帝,0.1%,6.99,4,0.3%,6.4%
11609,缘份,0.1%,6.77,3,0.4%,4.9%
11610,白毛女,0.1%,6.75,3,0.3%,3.2%
11611,太空熊猫英雄归来,<0.1%,3.60,1,1.1%,0.6%
11612,女汉子真爱公式,<0.1%,3.56,3,0.2%,4.7%
11613,恐怖将映,<0.1%,2.51,3,0.2%,5.7%
11614,再见我们的十年,<0.1%,1.71,85,<0.1%,--
11615,火锅英雄,36.3%,1844.56,13,24.9%,9.6%
11616,我的特工爷爷,29.4%,1491.49,10,25.1%,7.6%
11617,睡在我上铺的兄弟,10.5%,534.67,7,15.7%,6.1%
11618,蝙蝠侠大战超人：正义黎明,9.4%,479.79,6,11.4%,4.3%
11619,疯狂动物城,7.9%,401.39,7,10.3%,5.4%
11620,灵偶契约,2.2%,112.51,7,3.5%,7.5%
11621,荒野猎人,2.0%,101.65,8,2.2%,8.2%
11622,功夫熊猫3,0.4%,24.87,56,<0.1%,72.7%
11623,不速之客,0.2%,14.07,2,1.6%,1.6%
11624,神战：权力之眼,0.2%,12.37,5,0.3%,5.6%
11625,轩辕大帝,0.2%,11.96,7,0.3%,11.1%
11626,美人鱼,0.2%,11.09,4,0.4%,5.1%
11627,白毛女,0.1%,7.59,4,0.4%,3.5%
11628,缘份,0.1%,6.20,3,0.4%,4.2%
11629,女汉子真爱公式,<0.1%,3.31,3,0.2%,4.3%
11630,恐怖将映,<0.1%,2.99,3,0.2%,5.9%
11631,洛杉矶捣蛋计划,<0.1%,2.76,14,<0.1%,41.5%
11632,太空熊猫英雄归来,<0.1%,2.68,1,0.9%,0.5%
11633,火锅英雄,36.8%,1747.84,12,25.1%,8.9%
11634,我的特工爷爷,27.2%,1293.88,9,24.9%,6.6%
11635,睡在我上铺的兄弟,10.4%,494.70,6,15.4%,5.8%
11636,蝙蝠侠大战超人：正义黎明,9.1%,434.13,6,11.2%,4.0%
11637,疯狂动物城,8.0%,382.51,7,10.3%,5.1%
11638,灵偶契约,2.2%,105.76,6,3.5%,6.8%
11639,荒野猎人,2.0%,97.18,7,2.2%,7.7%
11640,伦敦陷落,1.6%,76.91,23,0.6%,13.9%
11641,功夫熊猫3,0.5%,24.25,56,<0.1%,93.0%
11642,轩辕大帝,0.4%,20.83,12,0.3%,20.9%
11643,神战：权力之眼,0.2%,12.35,5,0.4%,5.4%
11644,美人鱼,0.2%,10.77,4,0.4%,4.6%
11645,不速之客,0.1%,9.20,2,1.5%,1.2%
11646,白毛女,0.1%,6.75,4,0.4%,3.4%
11647,缘份,0.1%,6.13,3,0.4%,4.0%
11648,我的老婆是明星,<0.1%,3.61,80,<0.1%,60.7%
11649,女汉子真爱公式,<0.1%,3.33,3,0.2%,4.0%
11650,恐怖将映,<0.1%,2.47,3,0.2%,4.7%
11651,太空熊猫英雄归来,<0.1%,2.31,1,0.8%,0.5%
11652,根据地,<0.1%,1.00,80,<0.1%,100%
11653,伦敦陷落,49.9%,4735.45,25,31.0%,17.7%
11654,火锅英雄,19.9%,1890.94,16,19.2%,12.7%
11655,我的特工爷爷,11.7%,1116.46,11,16.9%,9.3%
11656,疯狂动物城,6.6%,632.59,12,8.1%,10.4%
11657,睡在我上铺的兄弟,4.3%,407.91,9,8.6%,9.0%
11658,蝙蝠侠大战超人：正义黎明,4.2%,403.25,9,6.3%,6.3%
11659,荒野猎人,0.7%,74.85,10,1.1%,11.3%
11660,灵偶契约,0.7%,72.37,9,1.4%,11.4%
11661,我的老婆是明星,0.2%,24.80,3,1.8%,3.0%
11662,午夜寻访录,0.2%,21.96,4,1.0%,4.9%
11663,隔壁惊魂,0.1%,18.95,6,0.7%,7.5%
11664,功夫熊猫3,0.1%,18.53,59,<0.1%,100%
11665,轩辕大帝,0.1%,14.36,20,0.1%,37.4%
11666,白毛女,0.1%,9.91,15,0.1%,23.9%
11667,美人鱼,<0.1%,8.07,5,0.2%,5.7%
11668,神战：权力之眼,<0.1%,6.64,5,0.2%,5.1%
11669,太空熊猫英雄归来,<0.1%,5.88,2,0.5%,2.3%
11670,不速之客,<0.1%,3.19,2,0.3%,2.3%
11671,开罗宣言,<0.1%,2.28,63,<0.1%,65.7%
11672,缘份,<0.1%,2.07,3,0.1%,4.4%
11673,恐怖将映,<0.1%,1.76,3,0.1%,7.7%
11674,女汉子真爱公式,<0.1%,1.71,3,0.1%,4.4%
11675,摩尔庄园3：魔幻列车大冒险,<0.1%,1.06,2,0.1%,2.1%
11676,伦敦陷落,41.2%,6049.92,29,31.0%,19.9%
11677,火锅英雄,20.8%,3050.85,25,18.5%,20.6%
11678,疯狂动物城,13.3%,1964.07,26,11.2%,22.0%
11679,我的特工爷爷,11.4%,1677.08,16,15.9%,14.8%
11680,蝙蝠侠大战超人：正义黎明,5.6%,825.79,18,6.0%,13.4%
11681,睡在我上铺的兄弟,4.3%,633.67,14,7.7%,15.4%
11682,荒野猎人,0.9%,140.49,18,1.1%,21.3%
11683,灵偶契约,0.7%,106.48,14,1.4%,17.2%
11684,太空熊猫英雄归来,0.2%,43.37,6,1.2%,7.8%
11685,我的老婆是明星,0.2%,35.13,5,1.3%,6.0%
11686,午夜寻访录,0.1%,24.83,5,0.9%,6.3%
11687,隔壁惊魂,0.1%,22.57,7,0.6%,9.5%
11688,神战：权力之眼,0.1%,14.72,8,0.2%,10.3%
11689,功夫熊猫3,<0.1%,14.19,42,<0.1%,53.6%
11690,美人鱼,<0.1%,12.54,9,0.1%,12.1%
11691,摩尔庄园3：魔幻列车大冒险,<0.1%,10.87,5,0.4%,6.4%
11692,轩辕大帝,<0.1%,4.02,8,<0.1%,17.2%
11693,纽约纽约,<0.1%,3.93,141,<0.1%,--
11694,不速之客,<0.1%,3.66,3,0.2%,3.4%
11695,缘份,<0.1%,3.26,4,0.1%,7.9%
11696,女汉子真爱公式,<0.1%,3.10,5,0.1%,9.2%
11697,恐怖将映,<0.1%,2.61,5,0.1%,12.4%
11698,伦敦陷落,42.2%,5080.53,25,30.7%,16.7%
11699,火锅英雄,19.6%,2356.58,19,18.7%,15.7%
11700,疯狂动物城,13.8%,1668.94,22,11.6%,18.3%
11701,我的特工爷爷,11.5%,1383.05,14,15.7%,12.5%
11702,蝙蝠侠大战超人：正义黎明,5.2%,626.73,14,6.0%,10.3%
11703,睡在我上铺的兄弟,4.1%,500.27,11,7.7%,12.2%
11704,荒野猎人,0.9%,119.09,15,1.1%,17.7%
11705,灵偶契约,0.6%,79.48,10,1.4%,12.2%
11706,太空熊猫英雄归来,0.4%,48.10,6,1.2%,8.3%
11707,我的老婆是明星,0.2%,27.37,4,1.2%,5.2%
11708,美人鱼,0.1%,16.91,12,0.2%,15.5%
11709,午夜寻访录,0.1%,16.54,4,0.8%,4.5%
11710,隔壁惊魂,0.1%,15.46,5,0.6%,6.9%
11711,神战：权力之眼,0.1%,14.18,8,0.2%,8.6%
11712,功夫熊猫3,0.1%,12.17,35,<0.1%,46.1%
11713,摩尔庄园3：魔幻列车大冒险,<0.1%,11.54,6,0.4%,6.9%
11714,纽约纽约,<0.1%,7.55,187,<0.1%,81.2%
11715,冰河追凶,<0.1%,5.88,174,<0.1%,78.5%
11716,刑警兄弟,<0.1%,4.87,145,<0.1%,100%
11717,洛杉矶捣蛋计划,<0.1%,3.02,21,<0.1%,66.1%
11718,轩辕大帝,<0.1%,2.96,5,0.1%,10.0%
11719,女汉子真爱公式,<0.1%,2.95,5,0.1%,8.4%
11720,缘份,<0.1%,2.85,4,0.1%,6.9%
11721,不速之客,<0.1%,2.27,2,0.2%,2.4%
11722,恐怖将映,<0.1%,2.18,4,0.1%,9.5%
11723,白毛女,<0.1%,1.16,4,<0.1%,6.0%
11724,伦敦陷落,49.2%,2449.97,14,30.9%,9.0%
11725,火锅英雄,19.9%,991.88,9,19.9%,6.7%
11726,我的特工爷爷,12.6%,628.65,7,16.4%,5.9%
11727,疯狂动物城,6.3%,316.50,6,9.2%,4.8%
11728,睡在我上铺的兄弟,4.0%,199.20,5,8.2%,4.8%
11729,蝙蝠侠大战超人：正义黎明,3.9%,197.44,5,6.3%,3.3%
11730,灵偶契约,0.9%,47.22,6,1.7%,6.7%
11731,荒野猎人,0.8%,44.31,6,1.2%,6.5%
11732,我的老婆是明星,0.2%,13.63,2,1.2%,2.6%
11733,隔壁惊魂,0.2%,11.50,4,0.6%,5.2%
11734,功夫熊猫3,0.2%,11.35,42,<0.1%,63.4%
11735,午夜寻访录,0.2%,9.97,3,0.8%,2.9%
11736,白毛女,0.1%,6.28,13,<0.1%,11.9%
11737,美人鱼,0.1%,6.13,5,0.2%,5.7%
11738,摩尔庄园3：魔幻列车大冒险,0.1%,6.10,3,0.1%,4.8%
11739,冰河追凶,0.1%,5.18,165,<0.1%,--
11740,纽约纽约,<0.1%,4.39,130,<0.1%,71.1%
11741,神战：权力之眼,<0.1%,3.94,3,0.1%,3.5%
11742,不速之客,<0.1%,2.54,2,0.2%,1.7%
11743,轩辕大帝,<0.1%,2.40,4,0.1%,8.8%
11744,太空熊猫英雄归来,<0.1%,1.91,1,0.5%,0.7%
11745,女汉子真爱公式,<0.1%,1.50,2,0.1%,3.7%
11746,再见我们的十年,<0.1%,1.37,79,<0.1%,--
11747,缘份,<0.1%,1.33,2,0.1%,2.8%
11748,奇幻森林,<0.1%,1.30,73,<0.1%,52.7%
11749,刑警兄弟,<0.1%,1.24,61,<0.1%,32.3%
11750,恐怖将映,<0.1%,1.14,2,0.1%,5.0%
11751,伦敦陷落,48.5%,2266.19,13,31.0%,8.3%
11752,火锅英雄,20.2%,946.14,8,20.0%,6.5%
11753,我的特工爷爷,12.7%,596.34,7,16.4%,5.7%
11754,疯狂动物城,6.2%,292.84,6,9.1%,4.6%
11755,睡在我上铺的兄弟,4.2%,197.06,5,8.3%,4.8%
11756,蝙蝠侠大战超人：正义黎明,3.9%,185.69,5,6.3%,3.2%
11757,灵偶契约,1.0%,46.97,6,1.8%,6.5%
11758,荒野猎人,0.9%,45.51,6,1.2%,6.6%
11759,功夫熊猫3,0.2%,12.83,42,<0.1%,54.6%
11760,我的老婆是明星,0.2%,11.47,2,1.2%,2.2%
11761,隔壁惊魂,0.2%,11.10,4,0.6%,5.0%
11762,午夜寻访录,0.2%,9.42,3,0.7%,2.9%
11763,美人鱼,0.1%,7.14,5,0.2%,6.3%
11764,白毛女,0.1%,6.22,11,0.1%,11.7%
11765,纽约纽约,0.1%,5.21,127,<0.1%,100%
11766,轩辕大帝,<0.1%,4.40,7,0.1%,14.8%
11767,冰河追凶,<0.1%,1.87,90,<0.1%,50.5%
11768,缘份,<0.1%,1.61,3,0.1%,4.0%
11769,女汉子真爱公式,<0.1%,1.60,2,0.1%,3.7%
11770,不朽的时光,<0.1%,1.38,345,<0.1%,--
11771,不速之客,<0.1%,1.26,1,0.2%,1.3%
11772,再见我们的十年,<0.1%,1.16,146,<0.1%,--
11773,太空熊猫英雄归来,<0.1%,1.12,1,0.4%,0.6%
11774,恐怖将映,<0.1%,1.02,2,0.1%,4.2%
11775,伦敦陷落,47.3%,2019.83,11,31.2%,7.4%
11776,火锅英雄,20.4%,874.00,8,20.1%,6.0%
11777,我的特工爷爷,13.0%,555.39,6,16.3%,5.2%
11778,疯狂动物城,6.7%,286.16,6,9.0%,4.5%
11779,睡在我上铺的兄弟,4.5%,192.48,5,8.3%,4.6%
11780,蝙蝠侠大战超人：正义黎明,4.0%,170.87,4,6.2%,3.0%
11781,灵偶契约,1.0%,46.15,5,1.8%,6.2%
11782,荒野猎人,1.0%,44.64,6,1.3%,6.4%
11783,功夫熊猫3,0.2%,12.63,40,<0.1%,53.9%
11784,我的老婆是明星,0.2%,10.81,2,1.2%,2.1%
11785,隔壁惊魂,0.2%,10.04,4,0.6%,4.4%
11786,午夜寻访录,0.2%,8.92,3,0.7%,2.7%
11787,美人鱼,0.1%,6.18,4,0.2%,4.8%
11788,白毛女,0.1%,5.41,10,<0.1%,10.1%
11789,喜乐长安,<0.1%,2.49,51,<0.1%,99.7%
11790,轩辕大帝,<0.1%,2.48,4,0.1%,8.0%
11791,冰河追凶,<0.1%,2.32,89,<0.1%,51.5%
11792,垫底辣妹,<0.1%,2.13,10,<0.1%,7.8%
11793,女汉子真爱公式,<0.1%,1.55,2,0.1%,3.7%
11794,不速之客,<0.1%,1.47,2,0.2%,1.7%
11795,高跟鞋先生,<0.1%,1.28,19,<0.1%,24.7%
11796,缘份,<0.1%,1.22,2,0.1%,2.7%
11797,恐怖将映,<0.1%,1.21,2,0.1%,4.0%
11798,刑警兄弟,<0.1%,1.12,51,<0.1%,47.4%
11799,太空熊猫英雄归来,<0.1%,1.11,1,0.4%,0.6%
11800,飞鹰艾迪,<0.1%,1.01,8,<0.1%,12.0%
11801,伦敦陷落,40.0%,1826.75,11,28.8%,7.1%
11802,火锅英雄,17.3%,791.04,8,17.9%,6.0%
11803,垫底辣妹,13.5%,617.97,10,13.0%,8.3%
11804,我的特工爷爷,9.9%,455.13,6,13.8%,5.2%
11805,疯狂动物城,5.5%,252.16,6,7.3%,4.8%
11806,奇幻森林,4.1%,188.32,28,1.0%,13.5%
11807,蝙蝠侠大战超人：正义黎明,3.1%,141.44,4,4.9%,2.9%
11808,睡在我上铺的兄弟,3.0%,139.46,4,6.2%,4.5%
11809,灵偶契约,0.7%,35.00,5,1.4%,6.2%
11810,荒野猎人,0.7%,33.73,6,0.9%,6.5%
11811,功夫熊猫3,0.2%,11.49,46,<0.1%,67.9%
11812,白毛女,0.2%,9.64,20,<0.1%,22.4%
11813,隔壁惊魂,0.1%,7.42,4,0.5%,4.6%
11814,冰河追凶,0.1%,6.86,12,<0.1%,9.4%
11815,午夜寻访录,0.1%,5.82,2,0.5%,2.6%
11816,我的老婆是明星,0.1%,5.74,2,0.7%,2.0%
11817,美人鱼,0.1%,4.84,4,0.2%,5.0%
11818,轩辕大帝,<0.1%,3.79,6,0.1%,15.8%
11819,废柴特工,<0.1%,2.31,5,<0.1%,3.8%
11820,根据地,<0.1%,2.05,78,<0.1%,93.7%
11821,纽约纽约,<0.1%,1.34,5,<0.1%,4.2%
11822,女汉子真爱公式,<0.1%,1.27,2,0.1%,3.7%
11823,缘份,<0.1%,1.08,2,0.1%,3.2%
11824,不速之客,<0.1%,1.05,2,0.1%,2.0%
11825,恐怖将映,<0.1%,1.00,2,0.1%,4.1%
11826,奇幻森林,66.0%,7803.71,35,33.7%,22.0%
11827,伦敦陷落,10.9%,1292.67,18,11.9%,15.2%
11828,冰河追凶,7.6%,902.60,11,15.5%,9.4%
11829,垫底辣妹,3.8%,452.83,16,5.0%,15.6%
11830,废柴特工,3.6%,430.96,7,11.1%,6.2%
11831,纽约纽约,2.2%,264.73,5,8.8%,5.3%
11832,火锅英雄,2.2%,262.18,11,3.8%,11.2%
11833,疯狂动物城,1.0%,126.22,11,1.8%,11.1%
11834,猫脸老太太,0.6%,81.25,8,2.1%,10.1%
11835,我的特工爷爷,0.6%,75.75,6,2.0%,7.3%
11836,蝙蝠侠大战超人：正义黎明,0.2%,28.99,7,0.5%,7.3%
11837,睡在我上铺的兄弟,0.1%,22.84,6,0.6%,8.0%
11838,不朽的时光,0.1%,15.46,5,0.5%,5.4%
11839,白毛女,0.1%,13.32,31,<0.1%,34.4%
11840,荒野猎人,<0.1%,10.00,8,0.1%,9.7%
11841,功夫熊猫3,<0.1%,7.06,47,<0.1%,82.0%
11842,灵偶契约,<0.1%,6.82,7,0.1%,11.1%
11843,谁的青春不迷茫,<0.1%,5.39,269,<0.1%,100%
11844,轩辕大帝,<0.1%,2.63,15,<0.1%,52.8%
11845,摩尔庄园3：魔幻列车大冒险,<0.1%,1.52,10,<0.1%,18.5%
11846,美人鱼,<0.1%,1.49,4,<0.1%,6.3%
11847,太空熊猫英雄归来,<0.1%,1.39,2,0.1%,2.8%
11848,根据地,<0.1%,1.19,80,<0.1%,60.2%
11849,再见我们的十年,<0.1%,1.16,290,<0.1%,--
11850,刑警兄弟,<0.1%,1.03,46,<0.1%,37.5%
11851,奇幻森林,69.1%,13061.24,50,36.8%,32.1%
11852,伦敦陷落,11.1%,2102.78,26,12.6%,22.5%
11853,冰河追凶,5.3%,1004.27,13,13.8%,11.5%
11854,疯狂动物城,3.0%,574.91,27,3.3%,26.0%
11855,垫底辣妹,3.0%,569.17,19,5.2%,18.4%
11856,废柴特工,2.5%,486.35,9,9.2%,8.5%
11857,火锅英雄,2.3%,438.66,18,3.5%,20.0%
11858,纽约纽约,1.0%,205.85,5,6.3%,5.6%
11859,我的特工爷爷,0.6%,124.97,11,1.7%,14.1%
11860,猫脸老太太,0.5%,101.74,10,1.9%,12.7%
11861,蝙蝠侠大战超人：正义黎明,0.3%,59.59,14,0.5%,17.6%
11862,马小乐之玩具也疯狂,0.2%,38.19,5,1.4%,5.1%
11863,睡在我上铺的兄弟,0.1%,37.63,11,0.6%,14.8%
11864,荒野猎人,0.1%,20.92,16,0.1%,21.0%
11865,不朽的时光,<0.1%,15.82,7,0.4%,8.4%
11866,灵偶契约,<0.1%,11.80,11,0.1%,16.0%
11867,太空熊猫英雄归来,<0.1%,6.49,4,0.3%,5.0%
11868,刑警兄弟,<0.1%,5.15,134,<0.1%,73.5%
11869,功夫熊猫3,<0.1%,5.13,29,<0.1%,40.9%
11870,美人鱼,<0.1%,3.66,8,<0.1%,11.8%
11871,白毛女,<0.1%,3.28,12,<0.1%,16.9%
11872,我的老婆是明星,<0.1%,1.51,3,0.1%,5.8%
11873,午夜寻访录,<0.1%,1.38,4,<0.1%,9.0%
11874,女汉子真爱公式,<0.1%,1.18,5,<0.1%,7.9%
11875,隔壁惊魂,<0.1%,1.13,5,<0.1%,7.6%
11876,摩尔庄园3：魔幻列车大冒险,<0.1%,1.10,3,<0.1%,4.0%
11877,奇幻森林,68.9%,10758.27,41,37.8%,26.1%
11878,伦敦陷落,10.7%,1682.07,19,13.2%,17.2%
11879,冰河追凶,5.0%,794.81,11,13.1%,9.8%
11880,疯狂动物城,3.6%,574.21,23,3.8%,22.5%
11881,垫底辣妹,3.1%,494.93,16,5.3%,15.6%
11882,废柴特工,2.4%,376.50,7,8.3%,7.4%
11883,火锅英雄,2.3%,372.95,14,3.8%,15.8%
11884,纽约纽约,1.0%,159.83,5,5.4%,5.2%
11885,我的特工爷爷,0.7%,115.00,9,1.8%,12.5%
11886,猫脸老太太,0.4%,75.27,7,2.0%,9.3%
11887,蝙蝠侠大战超人：正义黎明,0.3%,47.60,10,0.5%,13.2%
11888,马小乐之玩具也疯狂,0.2%,41.85,6,1.3%,6.3%
11889,睡在我上铺的兄弟,0.2%,36.80,9,0.6%,13.3%
11890,荒野猎人,<0.1%,14.93,12,0.1%,15.2%
11891,不朽的时光,<0.1%,10.41,5,0.3%,5.8%
11892,灵偶契约,<0.1%,8.53,7,0.2%,9.9%
11893,太空熊猫英雄归来,<0.1%,6.81,4,0.3%,5.7%
11894,功夫熊猫3,<0.1%,6.47,33,<0.1%,49.4%
11895,美人鱼,<0.1%,5.44,9,<0.1%,13.8%
11896,刑警兄弟,<0.1%,4.68,102,<0.1%,75.8%
11897,白毛女,<0.1%,3.39,13,<0.1%,20.2%
11898,喜乐长安,<0.1%,1.81,60,<0.1%,100%
11899,我的老婆是明星,<0.1%,1.51,2,0.1%,5.8%
11900,摩尔庄园3：魔幻列车大冒险,<0.1%,1.49,4,<0.1%,5.2%
11901,女汉子真爱公式,<0.1%,1.06,5,<0.1%,6.9%
11902,隔壁惊魂,<0.1%,1.01,4,<0.1%,6.9%
11903,奇幻森林,66.6%,3702.58,16,37.6%,10.0%
11904,伦敦陷落,11.3%,630.96,8,14.3%,6.2%
11905,冰河追凶,6.7%,374.23,6,13.6%,4.9%
11906,垫底辣妹,3.8%,212.03,7,6.1%,6.4%
11907,火锅英雄,3.1%,172.48,6,4.5%,6.4%
11908,废柴特工,3.0%,170.22,4,8.6%,3.5%
11909,纽约纽约,1.3%,75.99,3,5.4%,2.7%
11910,我的特工爷爷,1.0%,56.10,5,2.1%,5.5%
11911,猫脸老太太,0.9%,53.67,5,2.1%,6.7%
11912,睡在我上铺的兄弟,0.3%,21.87,5,0.7%,6.3%
11913,蝙蝠侠大战超人：正义黎明,0.3%,18.66,4,0.6%,4.5%
11914,国家利益,0.2%,16.24,2,1.6%,1.8%
11915,谁的青春不迷茫,0.2%,11.54,59,<0.1%,100%
11916,白毛女,0.1%,8.79,24,<0.1%,30.3%
11917,功夫熊猫3,0.1%,5.84,27,<0.1%,33.8%
11918,灵偶契约,0.1%,5.68,5,0.2%,6.3%
11919,不朽的时光,<0.1%,4.34,3,0.3%,3.1%
11920,美人鱼,<0.1%,2.98,5,0.1%,6.6%
11921,奇幻森林,64.8%,3410.78,15,37.7%,9.3%
11922,伦敦陷落,12.1%,639.93,8,14.6%,6.2%
11923,冰河追凶,6.9%,364.26,6,13.3%,5.0%
11924,垫底辣妹,3.9%,207.68,7,6.2%,6.1%
11925,火锅英雄,3.2%,172.98,6,4.8%,6.3%
11926,废柴特工,3.1%,163.12,4,8.3%,3.6%
