,电影,票房占比,综合票房,场均人次,排片占比,上座率
5146,战狼,<0.1%,1.08,50,<0.1%,--
5147,赛尔号大电影5：雷神崛起,<0.1%,1.07,5,<0.1%,12.7%
5148,滚蛋吧！肿瘤君,28.4%,3564.21,32,19.2%,37.8%
5149,新娘大作战,18.6%,2331.73,16,26.2%,17.0%
5150,捉妖记,15.2%,1913.05,25,12.4%,33.0%
5151,终结者：创世纪,10.9%,1373.36,83,2.5%,70.2%
5152,西游记之大圣归来,5.6%,704.34,25,4.9%,37.1%
5153,恋爱中的城市,4.8%,610.72,8,13.0%,11.8%
5154,洛克王国4：出发！巨人谷,3.9%,496.33,19,4.5%,33.3%
5155,战火中的芭蕾,2.0%,255.20,44,0.6%,99.4%
5156,烈日灼心,1.7%,223.88,88,0.4%,98.2%
5157,煎饼侠,1.7%,214.12,18,2.0%,41.3%
5158,破风,1.5%,193.70,19,1.7%,31.2%
5159,黑猫警长之翡翠之星,0.9%,117.14,18,1.2%,32.5%
5160,桂宝之爆笑闯宇宙,0.7%,93.17,16,1.0%,30.6%
5161,双生灵,0.5%,75.03,10,1.6%,21.1%
5162,白雪公主之神秘爸爸,0.5%,64.19,13,0.9%,30.0%
5163,王子与108煞,0.3%,49.83,4,2.5%,7.0%
5164,七月半之恐怖宿舍,0.3%,43.01,8,1.1%,24.3%
5165,宅女侦探桂香,0.2%,37.15,6,1.2%,12.9%
5166,鹭语,0.2%,36.73,127,<0.1%,100%
5167,我和红七军,0.2%,36.16,126,<0.1%,100%
5168,谜城,0.1%,15.86,12,0.2%,26.6%
5169,太平轮·彼岸,<0.1%,6.17,9,<0.1%,24.9%
5170,我爸比我小四岁,<0.1%,5.43,56,<0.1%,100%
5171,三城记,<0.1%,5.05,165,<0.1%,--
5172,我的诗篇,<0.1%,4.27,95,<0.1%,100%
5173,李三娘,<0.1%,4.22,42,<0.1%,--
5174,赛尔号大电影5：雷神崛起,<0.1%,3.99,11,<0.1%,22.4%
5175,王化买父,<0.1%,3.97,40,<0.1%,--
5176,王朝的女人·杨贵妃,<0.1%,3.35,5,0.1%,23.9%
5177,非你勿扰,<0.1%,3.22,3,0.3%,10.7%
5178,美人鱼之海盗来袭,<0.1%,3.13,13,<0.1%,37.5%
5179,黑瞳,<0.1%,2.90,25,<0.1%,45.9%
5180,新步步惊心,<0.1%,2.53,5,<0.1%,21.0%
5181,冰雪女王,<0.1%,2.47,7,<0.1%,29.8%
5182,狂野飞车,<0.1%,2.39,3,0.1%,16.8%
5183,我是大熊猫之熊猫大侠,<0.1%,1.84,4,0.1%,16.4%
5184,命中注定,<0.1%,1.46,10,<0.1%,28.9%
5185,甜蜜蜜,<0.1%,1.34,298,<0.1%,--
5186,传奇状元伦文叙,<0.1%,1.28,70,<0.1%,--
5187,轩辕剑传奇,<0.1%,1.20,14,<0.1%,81.9%
5188,可爱的你,<0.1%,1.07,239,<0.1%,--
5189,终结者：创世纪,69.5%,15439.33,64,41.6%,67.3%
5190,滚蛋吧！肿瘤君,9.9%,2218.95,30,13.7%,46.2%
5191,新娘大作战,5.6%,1256.70,17,14.3%,26.9%
5192,捉妖记,4.9%,1095.58,26,7.6%,43.7%
5193,洛克王国4：出发！巨人谷,2.1%,473.82,24,3.7%,46.9%
5194,西游记之大圣归来,1.9%,442.95,25,3.5%,41.2%
5195,烈日灼心,1.0%,234.17,95,0.4%,100%
5196,战火中的芭蕾,0.9%,219.91,66,0.3%,100%
5197,恋爱中的城市,0.9%,215.14,8,4.9%,15.2%
5198,黑猫警长之翡翠之星,0.4%,99.96,20,1.0%,40.5%
5199,煎饼侠,0.3%,74.24,14,0.9%,39.1%
5200,桂宝之爆笑闯宇宙,0.3%,69.49,19,0.7%,41.3%
5201,白雪公主之神秘爸爸,0.2%,58.97,15,0.8%,37.5%
5202,破风,0.2%,57.12,19,0.5%,42.5%
5203,我和红七军,0.1%,38.59,133,<0.1%,100%
5204,鹭语,0.1%,38.44,131,<0.1%,100%
5205,双生灵,0.1%,30.91,7,1.0%,16.6%
5206,王子与108煞,0.1%,29.54,5,1.4%,7.7%
5207,七月半之恐怖宿舍,<0.1%,21.44,6,0.9%,20.3%
5208,刺客聂隐娘,<0.1%,13.47,265,<0.1%,100%
5209,星语心愿之再爱,<0.1%,11.13,60,<0.1%,100%
5210,宅女侦探桂香,<0.1%,10.43,5,0.3%,15.1%
5211,三城记,<0.1%,5.72,143,<0.1%,--
5212,太平轮·彼岸,<0.1%,5.09,26,<0.1%,54.0%
5213,王化买父,<0.1%,4.53,48,<0.1%,--
5214,李三娘,<0.1%,3.85,47,<0.1%,--
5215,美人鱼之海盗来袭,<0.1%,3.09,15,<0.1%,43.0%
5216,我爸比我小四岁,<0.1%,2.77,28,<0.1%,89.9%
5217,我的诗篇,<0.1%,2.76,111,<0.1%,100.0%
5218,谜城,<0.1%,2.32,6,<0.1%,11.6%
5219,赛尔号大电影5：雷神崛起,<0.1%,2.29,16,<0.1%,41.3%
5220,传奇状元伦文叙,<0.1%,1.90,156,<0.1%,100%
5221,我是大熊猫之熊猫大侠,<0.1%,1.56,5,<0.1%,23.6%
5222,冰雪女王,<0.1%,1.54,9,<0.1%,31.5%
5223,狂野飞车,<0.1%,1.52,3,0.1%,13.5%
5224,王朝的女人·杨贵妃,<0.1%,1.48,5,<0.1%,22.2%
5225,因为谷桂花,<0.1%,1.45,69,<0.1%,100%
5226,非你勿扰,<0.1%,1.39,4,0.1%,25.7%
5227,战狼,<0.1%,1.34,71,<0.1%,--
5228,奥拉星：进击圣殿,<0.1%,1.22,89,<0.1%,100%
5229,被偷走的那五年,<0.1%,1.07,239,<0.1%,--
5230,东北偏北,<0.1%,1.05,106,<0.1%,--
5231,鹰笛·雪莲,<0.1%,1.03,24,<0.1%,100%
5232,终结者：创世纪,66.3%,6872.93,30,41.8%,31.9%
5233,滚蛋吧！肿瘤君,11.4%,1190.27,16,14.8%,24.3%
5234,新娘大作战,6.2%,642.71,10,13.6%,15.5%
5235,捉妖记,5.8%,608.17,14,8.3%,22.7%
5236,西游记之大圣归来,1.8%,194.50,11,3.6%,18.2%
5237,战火中的芭蕾,1.8%,188.94,64,0.3%,100%
5238,洛克王国4：出发！巨人谷,1.6%,168.77,10,3.3%,18.9%
5239,恋爱中的城市,1.1%,116.04,5,4.6%,9.6%
5240,煎饼侠,0.4%,49.82,9,1.0%,23.2%
5241,我和红七军,0.3%,37.69,132,<0.1%,100%
5242,鹭语,0.3%,37.62,132,<0.1%,100%
5243,破风,0.3%,34.15,11,0.5%,21.6%
5244,双生灵,0.3%,31.55,6,1.2%,15.4%
5245,黑猫警长之翡翠之星,0.2%,26.63,7,0.9%,13.5%
5246,桂宝之爆笑闯宇宙,0.2%,26.15,9,0.7%,17.6%
5247,白雪公主之神秘爸爸,0.1%,20.18,6,0.7%,15.5%
5248,黑瞳,0.1%,18.28,43,<0.1%,66.6%
5249,七月半之恐怖宿舍,0.1%,17.82,5,0.9%,16.2%
5250,西藏天空,<0.1%,10.00,479,<0.1%,--
5251,王子与108煞,<0.1%,8.41,2,1.0%,3.5%
5252,三城记,<0.1%,7.77,166,<0.1%,100%
5253,宅女侦探桂香,<0.1%,6.64,4,0.3%,11.4%
5254,王化买父,<0.1%,4.98,54,<0.1%,--
5255,李三娘,<0.1%,4.50,44,<0.1%,--
5256,我爸比我小四岁,<0.1%,1.83,22,<0.1%,82.7%
5257,谜城,<0.1%,1.46,4,<0.1%,6.9%
5258,美人鱼之海盗来袭,<0.1%,1.37,10,<0.1%,40.4%
5259,可爱的你,<0.1%,1.34,298,<0.1%,--
5260,东北偏北,<0.1%,1.32,106,<0.1%,100%
5261,非你勿扰,<0.1%,1.29,4,0.1%,30.7%
5262,狂野飞车,<0.1%,1.27,3,0.1%,20.7%
5263,邓小平登黄山,<0.1%,1.19,41,<0.1%,100%
5264,京城81号,<0.1%,1.07,100,<0.1%,--
5265,等爱归来,<0.1%,1.06,8,<0.1%,--
5266,终结者：创世纪,60.6%,5697.57,26,40.9%,27.1%
5267,滚蛋吧！肿瘤君,12.8%,1209.44,18,14.3%,26.9%
5268,捉妖记,7.1%,669.35,15,8.1%,25.0%
5269,新娘大作战,5.8%,547.87,10,11.4%,17.4%
5270,百团大战,2.9%,276.20,23,2.0%,34.4%
5271,西游记之大圣归来,2.0%,189.39,12,3.5%,18.8%
5272,洛克王国4：出发！巨人谷,1.7%,160.53,11,3.1%,19.1%
5273,这里的黎明静悄悄,1.2%,119.85,6,4.0%,9.2%
5274,恋爱中的城市,0.8%,81.93,5,3.2%,11.2%
5275,诱狼,0.5%,50.48,13,0.7%,29.2%
5276,煎饼侠,0.4%,39.80,9,0.9%,23.4%
5277,鹭语,0.3%,37.47,134,<0.1%,100%
5278,我和红七军,0.3%,37.14,130,<0.1%,100%
5279,破风,0.3%,32.20,13,0.4%,24.5%
5280,黑猫警长之翡翠之星,0.2%,27.48,7,0.8%,15.1%
5281,双生灵,0.2%,26.90,6,1.0%,16.0%
5282,桂宝之爆笑闯宇宙,0.2%,25.98,9,0.6%,19.4%
5283,黑瞳,0.2%,23.80,44,<0.1%,66.2%
5284,白雪公主之神秘爸爸,0.2%,19.45,7,0.7%,15.6%
5285,七月半之恐怖宿舍,0.1%,18.45,6,0.9%,18.8%
5286,战火中的芭蕾,0.1%,17.12,21,0.1%,53.0%
5287,三城记,0.1%,9.67,116,<0.1%,100%
5288,王子与108煞,<0.1%,6.12,3,0.6%,4.5%
5289,宅女侦探桂香,<0.1%,5.34,4,0.2%,12.7%
5290,情敌蜜月,<0.1%,5.29,178,<0.1%,100%
5291,华丽上班族,<0.1%,5.08,170,<0.1%,100.0%
5292,我爸比我小四岁,<0.1%,4.74,57,<0.1%,100%
5293,李三娘,<0.1%,4.15,44,<0.1%,--
5294,王化买父,<0.1%,3.94,39,<0.1%,--
5295,我是奋青,<0.1%,3.84,321,<0.1%,100%
5296,邓小平登黄山,<0.1%,2.96,52,<0.1%,100%
5297,烈日灼心,<0.1%,2.82,49,<0.1%,58.6%
5298,为了这片土地,<0.1%,1.88,79,<0.1%,100%
5299,美人鱼之海盗来袭,<0.1%,1.35,9,<0.1%,35.2%
5300,被偷走的那五年,<0.1%,1.34,298,<0.1%,--
5301,狂野飞车,<0.1%,1.29,3,0.1%,16.4%
5302,谜城,<0.1%,1.22,4,<0.1%,8.0%
5303,非你勿扰,<0.1%,1.21,6,<0.1%,43.9%
5304,我是大熊猫之熊猫大侠,<0.1%,1.13,5,<0.1%,31.6%
5305,等爱归来,<0.1%,1.11,10,<0.1%,--
5306,甜蜜蜜,<0.1%,1.07,239,<0.1%,--
5307,终结者：创世纪,54.3%,4649.42,21,40.1%,21.9%
5308,滚蛋吧！肿瘤君,13.3%,1139.49,16,14.6%,24.4%
5309,捉妖记,8.1%,697.57,15,8.3%,23.4%
5310,百团大战,6.7%,573.89,38,2.5%,56.9%
5311,新娘大作战,5.8%,498.23,9,11.3%,16.0%
5312,西游记之大圣归来,2.0%,179.58,11,3.4%,18.2%
5313,洛克王国4：出发！巨人谷,1.7%,151.42,10,3.2%,17.5%
5314,这里的黎明静悄悄,1.5%,129.56,7,3.7%,10.7%
5315,恋爱中的城市,0.8%,74.64,5,3.0%,10.8%
5316,诱狼,0.5%,47.77,14,0.6%,32.4%
5317,煎饼侠,0.4%,39.40,8,0.9%,20.5%
5318,鹭语,0.4%,37.54,133,<0.1%,100%
5319,我和红七军,0.4%,37.42,129,<0.1%,100%
5320,破风,0.3%,32.62,12,0.5%,23.5%
5321,黑瞳,0.3%,27.19,45,<0.1%,72.8%
5322,双生灵,0.3%,25.86,6,1.0%,14.6%
5323,桂宝之爆笑闯宇宙,0.2%,25.30,9,0.6%,18.0%
5324,黑猫警长之翡翠之星,0.2%,25.12,7,0.8%,13.7%
5325,白雪公主之神秘爸爸,0.2%,18.11,6,0.7%,14.6%
5326,七月半之恐怖宿舍,0.2%,17.89,5,0.9%,18.6%
5327,战火中的芭蕾,0.1%,16.95,23,0.1%,55.1%
5328,烈日灼心,0.1%,16.75,17,0.2%,15.6%
5329,三城记,0.1%,14.77,20,<0.1%,19.6%
5330,刺客聂隐娘,0.1%,13.93,11,0.2%,9.7%
5331,为了这片土地,<0.1%,7.40,124,<0.1%,100%
5332,宅女侦探桂香,<0.1%,5.06,4,0.2%,12.4%
5333,李三娘,<0.1%,4.59,52,<0.1%,--
5334,我爸比我小四岁,<0.1%,4.47,55,<0.1%,100%
5335,王化买父,<0.1%,4.02,39,<0.1%,--
5336,王子与108煞,<0.1%,3.60,2,0.5%,3.5%
5337,情敌蜜月,<0.1%,3.42,124,<0.1%,100%
5338,邓小平登黄山,<0.1%,3.11,44,<0.1%,100%
5339,轩辕剑传奇,<0.1%,1.57,69,<0.1%,97.7%
5340,默守那份情,<0.1%,1.48,61,<0.1%,100%
5341,情满人间,<0.1%,1.39,399,<0.1%,--
5342,可爱的你,<0.1%,1.34,298,<0.1%,--
5343,谜城,<0.1%,1.20,4,<0.1%,6.9%
5344,狂野飞车,<0.1%,1.18,3,0.1%,25.3%
5345,等爱归来,<0.1%,1.07,8,<0.1%,100%
5346,战狼,<0.1%,1.07,109,<0.1%,--
5347,美人鱼之海盗来袭,<0.1%,1.05,9,<0.1%,35.6%
5348,非你勿扰,<0.1%,1.05,5,<0.1%,39.8%
5349,犹太女孩在上海2：项链密码,<0.1%,1.02,255,<0.1%,98.8%
5350,终结者：创世纪,37.1%,3697.45,23,29.9%,22.9%
5351,烈日灼心,24.8%,2474.28,29,19.6%,36.7%
5352,刺客聂隐娘,11.0%,1096.39,15,15.1%,23.2%
5353,百团大战,8.6%,859.21,60,2.6%,84.5%
5354,滚蛋吧！肿瘤君,5.3%,537.00,18,5.8%,32.4%
5355,捉妖记,3.3%,333.10,16,3.6%,31.8%
5356,三城记,2.3%,235.98,6,9.7%,7.5%
5357,洛克王国4：出发！巨人谷,1.1%,109.89,11,1.9%,21.4%
5358,新娘大作战,1.0%,107.46,8,2.8%,20.7%
5359,西游记之大圣归来,1.0%,107.32,12,1.9%,18.9%
5360,这里的黎明静悄悄,0.5%,55.03,10,0.9%,15.9%
5361,诱狼,0.4%,43.88,28,0.2%,68.9%
5362,一个老师的学校,0.3%,39.25,128,<0.1%,100%
5363,小鬼智多星,0.3%,38.51,133,<0.1%,100%
5364,黑瞳,0.3%,35.46,56,0.1%,99.2%
5365,战火中的芭蕾,0.1%,18.77,46,<0.1%,100%
5366,黑猫警长之翡翠之星,0.1%,17.53,7,0.6%,16.2%
5367,桂宝之爆笑闯宇宙,0.1%,16.15,10,0.3%,24.3%
5368,七月半之恐怖宿舍,0.1%,13.75,5,0.7%,23.8%
5369,白雪公主之神秘爸爸,0.1%,12.73,6,0.5%,16.4%
5370,双生灵,0.1%,12.38,6,0.4%,16.7%
5371,我和红七军,0.1%,11.93,110,<0.1%,100%
5372,鹭语,0.1%,11.59,115,<0.1%,100%
5373,煎饼侠,<0.1%,8.37,7,0.2%,23.9%
5374,破风,<0.1%,7.56,13,0.1%,26.6%
5375,为了这片土地,<0.1%,6.21,130,<0.1%,100%
5376,恋爱中的城市,<0.1%,5.33,3,0.3%,9.8%
5377,我爸比我小四岁,<0.1%,4.22,78,<0.1%,100%
5378,王化买父,<0.1%,3.98,38,<0.1%,--
5379,邓小平登黄山,<0.1%,3.56,43,<0.1%,100%
5380,李三娘,<0.1%,3.35,41,<0.1%,--
5381,王朝的女人·杨贵妃,<0.1%,3.09,21,<0.1%,91.2%
5382,情敌蜜月,<0.1%,2.33,95,<0.1%,100%
5383,王子与108煞,<0.1%,1.79,3,0.1%,7.3%
5384,相伴库里申科,<0.1%,1.72,55,<0.1%,--
5385,巴黎假期,<0.1%,1.67,24,<0.1%,64.1%
5386,甜蜜蜜,<0.1%,1.34,298,<0.1%,--
5387,宅女侦探桂香,<0.1%,1.25,4,<0.1%,17.0%
5388,非你勿扰,<0.1%,1.14,14,<0.1%,69.3%
5389,狂野飞车,<0.1%,1.13,3,0.1%,35.6%
5390,京城81号,<0.1%,1.07,134,<0.1%,--
5391,终结者：创世纪,29.9%,3786.13,24,27.9%,24.1%
5392,百团大战,29.5%,3736.09,52,12.0%,91.2%
5393,烈日灼心,18.7%,2368.74,26,19.5%,32.0%
5394,刺客聂隐娘,6.4%,813.91,14,11.4%,20.2%
5395,滚蛋吧！肿瘤君,4.1%,526.10,19,5.3%,32.3%
5396,捉妖记,3.8%,489.27,20,3.5%,36.6%
5397,三城记,1.5%,194.45,6,6.7%,9.0%
5398,西游记之大圣归来,0.9%,114.14,13,1.9%,19.3%
5399,洛克王国4：出发！巨人谷,0.8%,109.46,12,1.8%,22.1%
5400,新娘大作战,0.6%,83.52,8,2.1%,20.4%
5401,这里的黎明静悄悄,0.4%,55.57,13,0.8%,22.4%
5402,诡劫,0.4%,54.69,9,1.4%,15.0%
5403,诱狼,0.3%,48.13,38,0.2%,82.0%
5404,小鬼智多星,0.3%,38.24,135,<0.1%,100%
5405,一个老师的学校,0.2%,37.41,130,<0.1%,100%
5406,黑瞳,0.2%,37.31,56,0.1%,100%
5407,我是奋青,0.1%,16.56,7,0.5%,17.1%
5408,黑猫警长之翡翠之星,0.1%,16.43,7,0.5%,15.4%
5409,桂宝之爆笑闯宇宙,0.1%,13.12,10,0.3%,21.0%
5410,为了这片土地,<0.1%,12.17,170,<0.1%,100%
5411,犹太女孩在上海2：项链密码,<0.1%,11.68,5,0.5%,8.8%
5412,七月半之恐怖宿舍,<0.1%,10.90,5,0.6%,22.9%
5413,白雪公主之神秘爸爸,<0.1%,10.82,6,0.4%,16.4%
5414,煎饼侠,<0.1%,7.95,8,0.1%,23.0%
5415,邓小平登黄山,<0.1%,7.03,63,<0.1%,100%
5416,战火中的芭蕾,<0.1%,6.21,22,<0.1%,100%
5417,双生灵,<0.1%,5.81,7,0.2%,19.9%
5418,破风,<0.1%,5.38,14,<0.1%,30.1%
5419,李三娘,<0.1%,3.66,57,<0.1%,--
5420,情敌蜜月,<0.1%,3.53,95,<0.1%,99.4%
5421,恋爱中的城市,<0.1%,3.40,4,0.1%,12.0%
5422,王化买父,<0.1%,2.97,41,<0.1%,--
5423,我的诗篇,<0.1%,2.63,122,<0.1%,100%
5424,王朝的女人·杨贵妃,<0.1%,2.28,19,<0.1%,55.0%
5425,相伴库里申科,<0.1%,2.06,61,<0.1%,100%
5426,王子与108煞,<0.1%,1.98,4,0.1%,11.7%
5427,太平轮·彼岸,<0.1%,1.51,22,<0.1%,53.0%
5428,我爸比我小四岁,<0.1%,1.31,31,<0.1%,100%
5429,心跳戈壁,<0.1%,1.18,3,0.1%,5.7%
5430,狂野飞车,<0.1%,1.17,3,0.1%,34.3%
5431,启功,<0.1%,1.05,106,<0.1%,--
5432,非你勿扰,<0.1%,1.02,22,<0.1%,100%
5433,终结者：创世纪,32.1%,6182.59,37,27.6%,38.2%
5434,百团大战,22.7%,4374.84,57,12.1%,100%
5435,烈日灼心,19.7%,3792.97,38,19.9%,47.4%
5436,捉妖记,7.3%,1417.66,36,4.2%,66.0%
5437,刺客聂隐娘,5.8%,1125.86,23,9.3%,33.3%
5438,滚蛋吧！肿瘤君,4.4%,865.91,29,5.6%,49.5%
5439,西游记之大圣归来,1.2%,249.60,22,2.2%,34.8%
5440,三城记,1.2%,246.85,10,4.7%,18.2%
5441,洛克王国4：出发！巨人谷,1.2%,233.29,21,2.1%,38.2%
5442,魔镜奇缘,0.8%,160.13,14,2.7%,19.0%
5443,新娘大作战,0.5%,104.95,10,1.9%,27.9%
5444,这里的黎明静悄悄,0.4%,85.76,18,0.8%,28.6%
5445,诱狼,0.2%,50.08,45,0.1%,99.6%
5446,诡劫,0.2%,49.87,8,1.3%,14.0%
5447,黑猫警长之翡翠之星,0.2%,48.97,16,0.6%,39.1%
5448,一个老师的学校,0.2%,38.65,118,<0.1%,100%
5449,小鬼智多星,0.1%,38.40,125,<0.1%,100%
5450,桂宝之爆笑闯宇宙,0.1%,26.96,16,0.3%,37.0%
5451,白雪公主之神秘爸爸,0.1%,21.51,10,0.4%,31.6%
5452,战火中的芭蕾,<0.1%,18.15,27,<0.1%,77.3%
5453,我是奋青,<0.1%,17.19,7,0.5%,13.0%
5454,煎饼侠,<0.1%,12.91,13,0.1%,35.5%
5455,七月半之恐怖宿舍,<0.1%,11.28,5,0.5%,25.7%
5456,我的诗篇,<0.1%,10.90,134,<0.1%,100%
5457,犹太女孩在上海2：项链密码,<0.1%,9.78,6,0.3%,10.4%
5458,双生灵,<0.1%,5.68,7,0.1%,19.4%
5459,恋爱中的城市,<0.1%,5.33,6,0.1%,22.2%
5460,破风,<0.1%,4.76,14,<0.1%,30.3%
5461,王朝的女人·杨贵妃,<0.1%,3.74,45,<0.1%,57.1%
5462,李三娘,<0.1%,3.04,43,<0.1%,--
5463,王化买父,<0.1%,2.82,44,<0.1%,--
5464,为了这片土地,<0.1%,2.29,128,<0.1%,100%
5465,情敌蜜月,<0.1%,2.02,77,<0.1%,100%
5466,王子与108煞,<0.1%,2.00,4,0.1%,17.4%
5467,我爸比我小四岁,<0.1%,1.67,29,<0.1%,100%
5468,传奇状元伦文叙,<0.1%,1.46,107,<0.1%,100%
5469,美人鱼之海盗来袭,<0.1%,1.41,12,<0.1%,46.8%
5470,华丽上班族,<0.1%,1.38,97,<0.1%,100.0%
5471,宅女侦探桂香,<0.1%,1.34,8,<0.1%,42.0%
5472,三少爷的剑,<0.1%,1.29,86,<0.1%,100%
5473,黑瞳,<0.1%,1.11,13,<0.1%,41.7%
5474,狂野飞车,<0.1%,1.11,3,0.1%,31.5%
5475,非你勿扰,<0.1%,1.08,23,<0.1%,100%
5476,赛尔号大电影5：雷神崛起,<0.1%,1.04,14,<0.1%,16.0%
5477,终结者：创世纪,29.0%,5198.60,32,27.6%,32.4%
5478,百团大战,25.3%,4526.01,57,12.1%,100%
5479,烈日灼心,20.4%,3654.84,36,20.4%,44.4%
5480,捉妖记,7.5%,1345.45,32,4.5%,57.4%
5481,刺客聂隐娘,5.0%,894.34,20,8.5%,29.3%
5482,滚蛋吧！肿瘤君,4.3%,776.12,25,5.9%,42.3%
5483,洛克王国4：出发！巨人谷,1.4%,260.36,22,2.1%,38.9%
5484,西游记之大圣归来,1.4%,253.49,22,2.3%,33.1%
5485,三城记,1.2%,215.21,10,4.2%,19.5%
5486,魔镜奇缘,0.9%,168.67,13,2.9%,19.2%
5487,新娘大作战,0.5%,94.41,9,1.9%,24.8%
5488,战火中的芭蕾,0.5%,92.94,126,0.1%,100%
5489,这里的黎明静悄悄,0.4%,74.13,16,0.8%,25.4%
5490,黑猫警长之翡翠之星,0.2%,49.80,17,0.6%,43.1%
5491,小鬼智多星,0.2%,38.46,130,<0.1%,100%
5492,一个老师的学校,0.2%,38.36,125,<0.1%,100%
5493,诡劫,0.1%,34.75,6,1.3%,10.3%
5494,桂宝之爆笑闯宇宙,0.1%,27.06,17,0.3%,38.8%
5495,诱狼,0.1%,26.46,37,0.1%,100%
5496,白雪公主之神秘爸爸,0.1%,21.41,10,0.4%,30.6%
5497,煎饼侠,<0.1%,13.11,11,0.2%,31.9%
5498,七月半之恐怖宿舍,<0.1%,9.41,4,0.5%,21.2%
5499,我是奋青,<0.1%,7.38,4,0.5%,6.6%
5500,犹太女孩在上海2：项链密码,<0.1%,7.29,6,0.3%,9.6%
5501,华丽上班族,<0.1%,5.30,103,<0.1%,100%
5502,破风,<0.1%,5.07,15,<0.1%,32.5%
5503,双生灵,<0.1%,3.90,5,0.1%,14.2%
5504,恋爱中的城市,<0.1%,3.71,5,0.1%,18.1%
5505,王朝的女人·杨贵妃,<0.1%,3.27,50,<0.1%,53.4%
5506,为了这片土地,<0.1%,3.09,115,<0.1%,100%
5507,王化买父,<0.1%,2.32,31,<0.1%,--
5508,三少爷的剑,<0.1%,2.27,146,<0.1%,100%
5509,王子与108煞,<0.1%,1.91,5,0.1%,14.7%
5510,李三娘,<0.1%,1.77,32,<0.1%,--
5511,默守那份情,<0.1%,1.55,71,<0.1%,100%
5512,美人鱼之海盗来袭,<0.1%,1.54,13,<0.1%,74.2%
5513,非你勿扰,<0.1%,1.42,35,<0.1%,100%
5514,狂野飞车,<0.1%,1.26,4,0.1%,34.1%
5515,黑瞳,<0.1%,1.21,22,<0.1%,100%
5516,穷途,<0.1%,1.18,57,<0.1%,61.2%
5517,我爸比我小四岁,<0.1%,1.09,23,<0.1%,81.7%
5518,冰雪女王,<0.1%,1.03,8,<0.1%,20.6%
5519,百团大战,46.4%,5192.90,58,13.5%,100%
5520,终结者：创世纪,18.5%,2076.47,14,27.7%,14.0%
5521,烈日灼心,16.7%,1873.87,19,21.1%,23.7%
5522,捉妖记,4.3%,485.62,14,4.6%,23.9%
5523,滚蛋吧！肿瘤君,3.5%,393.92,12,6.5%,20.7%
5524,刺客聂隐娘,3.4%,390.29,10,8.3%,14.0%
5525,战火中的芭蕾,1.2%,137.82,137,0.1%,100%
5526,洛克王国4：出发！巨人谷,0.9%,102.37,10,2.0%,16.9%
5527,西游记之大圣归来,0.8%,97.60,9,2.4%,13.0%
5528,三城记,0.8%,91.22,5,4.2%,8.8%
5529,新娘大作战,0.5%,56.91,6,2.1%,14.3%
5530,一个老师的学校,0.3%,38.49,119,<0.1%,100%
5531,小鬼智多星,0.3%,38.46,127,<0.1%,100%
5532,诡劫,0.2%,29.30,5,1.4%,8.9%
5533,诱狼,0.2%,26.63,37,0.1%,100%
5534,这里的黎明静悄悄,0.2%,25.65,7,0.7%,10.9%
5535,黑猫警长之翡翠之星,0.1%,15.27,7,0.5%,15.2%
5536,桂宝之爆笑闯宇宙,<0.1%,10.81,8,0.3%,15.3%
5537,为了这片土地,<0.1%,8.65,207,<0.1%,100%
5538,白雪公主之神秘爸爸,<0.1%,8.64,5,0.4%,11.5%
5539,黑瞳,<0.1%,7.57,32,<0.1%,84.2%
5540,李米的猜想,<0.1%,7.46,115,<0.1%,--
5541,七月半之恐怖宿舍,<0.1%,7.12,3,0.6%,15.1%
5542,煎饼侠,<0.1%,7.11,6,0.2%,16.3%
5543,男神时代,<0.1%,4.78,137,<0.1%,100%
5544,夏洛特烦恼,<0.1%,4.22,139,<0.1%,100%
5545,犹太女孩在上海2：项链密码,<0.1%,3.95,4,0.2%,6.5%
5546,双生灵,<0.1%,3.34,5,0.1%,14.5%
5547,破风,<0.1%,3.13,8,<0.1%,15.2%
5548,我是奋青,<0.1%,2.92,2,0.5%,3.1%
5549,恋爱中的城市,<0.1%,2.09,3,0.1%,10.3%
5550,李三娘,<0.1%,1.72,28,<0.1%,--
5551,邓小平登黄山,<0.1%,1.67,47,<0.1%,85.5%
5552,相伴库里申科,<0.1%,1.20,44,<0.1%,100%
5553,我爸比我小四岁,<0.1%,1.16,27,<0.1%,100%
5554,王化买父,<0.1%,1.12,19,<0.1%,--
5555,王子与108煞,<0.1%,1.11,4,<0.1%,13.6%
5556,百团大战,57.6%,6623.41,66,14.6%,100%
5557,终结者：创世纪,15.0%,1729.07,12,27.5%,11.5%
5558,烈日灼心,14.0%,1618.93,16,21.6%,19.8%
5559,刺客聂隐娘,3.1%,362.63,10,7.8%,14.3%
5560,滚蛋吧！肿瘤君,2.9%,343.12,11,6.6%,17.7%
5561,捉妖记,2.9%,337.12,11,4.7%,18.2%
5562,三城记,0.6%,73.47,4,3.8%,7.8%
5563,西游记之大圣归来,0.4%,52.65,5,2.2%,7.4%
5564,新娘大作战,0.3%,41.14,4,2.1%,10.6%
5565,一个老师的学校,0.3%,38.46,121,<0.1%,100%
5566,小鬼智多星,0.3%,38.46,133,<0.1%,100%
5567,战火中的芭蕾,0.2%,32.79,76,<0.1%,100%
5568,诡劫,0.2%,27.32,5,1.4%,8.4%
5569,诱狼,0.2%,26.35,38,0.1%,100%
